beta,epoch,step,train_kl_div,train_loss,train_recon_cont,train_recon_label,val_kl_div,val_loss,val_recon_cont,val_recon_label
0.0,0,0,1.859557032585144,1.5480873584747314,0.8717584609985352,0.6763288974761963,,,,
0.0,0,1,1.98586106300354,2.1531505584716797,1.4726377725601196,0.6805126667022705,,,,
0.0,0,2,1.9955170154571533,1.710721492767334,1.0390849113464355,0.6716366410255432,,,,
0.0,0,3,2.01763916015625,2.1106584072113037,1.4457780122756958,0.6648804545402527,,,,
0.0,0,4,2.133139133453369,1.617218255996704,0.9579975008964539,0.659220814704895,,,,
0.0,0,5,1.9475746154785156,1.5699741840362549,0.9254671931266785,0.6445070505142212,,,,
0.0,0,6,2.0620510578155518,1.95061457157135,1.310153603553772,0.6404609680175781,,,,
0.0,0,7,2.3953728675842285,1.3977864980697632,0.7434420585632324,0.6543444395065308,,,,
0.0,0,7,,,,,2.522169828414917,1.6087594032287598,0.9557830691337585,0.6529762148857117
0.0,1,8,2.3071553707122803,1.5664925575256348,0.9228003621101379,0.6436922550201416,,,,
0.0,1,9,2.3192481994628906,1.6450411081314087,1.0146950483322144,0.6303460597991943,,,,
0.0,1,10,2.398103713989258,1.4799576997756958,0.8575841784477234,0.6223735213279724,,,,
0.0,1,11,2.8193068504333496,2.2726240158081055,1.6544182300567627,0.6182057857513428,,,,
0.0,1,12,2.516838550567627,1.6416869163513184,1.052947998046875,0.5887389183044434,,,,
0.0,1,13,3.0612969398498535,1.6264121532440186,1.0359070301055908,0.5905051231384277,,,,
0.0,1,14,3.317735195159912,1.6491072177886963,1.0851318836212158,0.5639753341674805,,,,
0.0,1,15,3.235736608505249,1.2694816589355469,0.6721978187561035,0.5972838401794434,,,,
0.0,1,15,,,,,3.8124687671661377,1.4253699779510498,0.9041874408721924,0.5211825370788574
0.0,2,16,4.0549516677856445,1.6346235275268555,1.0972434282302856,0.5373800992965698,,,,
0.0,2,17,4.010110855102539,1.691443681716919,1.1517765522003174,0.5396671295166016,,,,
0.0,2,18,4.097784042358398,1.5067681074142456,0.9872821569442749,0.5194859504699707,,,,
0.0,2,19,4.995397567749023,1.3038934469223022,0.8570485711097717,0.4468448758125305,,,,
