beta,epoch,step,train_kl_div,train_loss,train_recon_cont,train_recon_label,val_kl_div,val_loss,val_recon_cont,val_recon_label
0.0,0,0,1.978440761566162,1.7105929851531982,1.3584136962890625,0.7043585181236267,,,,
0.0,0,1,1.960223913192749,1.398423433303833,1.0469722747802734,0.7029022574424744,,,,
0.0,0,2,1.9815267324447632,1.5723276138305664,1.2259438037872314,0.6927676200866699,,,,
0.0,0,3,1.8123464584350586,1.3300867080688477,0.9657474756240845,0.7286784648895264,,,,
0.0,0,4,2.0327577590942383,1.3849995136260986,1.0301487445831299,0.7097015380859375,,,,
0.0,0,5,1.737423062324524,1.6700252294540405,1.3332451581954956,0.6735602021217346,,,,
0.0,0,6,1.8008840084075928,1.422135829925537,1.085035800933838,0.6742000579833984,,,,
0.0,0,7,2.1313560009002686,1.4318439960479736,1.0641919374465942,0.7353039979934692,,,,
0.0,0,7,,,,,1.251205325126648,1.2986053228378296,0.9635165333747864,0.670177698135376
0.0,1,8,1.9878445863723755,1.1952872276306152,0.8364970088005066,0.7175804376602173,,,,
0.0,1,9,1.6488286256790161,1.3976325988769531,1.0409762859344482,0.7133127450942993,,,,
0.0,1,10,1.9214105606079102,1.4308063983917236,1.0910695791244507,0.6794736385345459,,,,
0.0,1,11,1.6205456256866455,1.237734079360962,0.8939601182937622,0.6875479817390442,,,,
0.0,1,12,1.850642442703247,1.3368288278579712,0.9940943717956543,0.685468852519989,,,,
0.0,1,13,1.8191108703613281,1.3877842426300049,1.0356831550598145,0.7042022943496704,,,,
0.0,1,14,1.9193209409713745,1.2006027698516846,0.8567217588424683,0.6877620220184326,,,,
0.0,1,15,1.7351053953170776,1.2380330562591553,0.9014675617218018,0.6731309294700623,,,,
0.0,1,15,,,,,1.255784273147583,1.309227705001831,0.9667292833328247,0.6849969029426575
0.0,2,16,1.9816479682922363,1.8549611568450928,1.5043030977249146,0.7013161182403564,,,,
0.0,2,17,1.743323564529419,1.4209462404251099,1.068200707435608,0.7054910659790039,,,,
0.0,2,18,1.8280857801437378,1.787979006767273,1.4379913806915283,0.6999752521514893,,,,
0.0,2,19,1.7872803211212158,1.4301756620407104,1.082963228225708,0.6944248080253601,,,,
0.0,2,20,2.064446449279785,1.4007688760757446,1.0525823831558228,0.696372926235199,,,,
0.0,2,21,2.0198497772216797,1.5023579597473145,1.1546021699905396,0.6955116391181946,,,,
0.0,2,22,1.6884512901306152,1.2173751592636108,0.8629258871078491,0.7088985443115234,,,,
0.0,2,23,2.537706136703491,1.7578556537628174,1.3847631216049194,0.7461849451065063,,,,
0.0,2,23,,,,,1.2607461214065552,1.3099212646484375,0.9635456800460815,0.6927511692047119
0.0,3,24,2.2277042865753174,1.3623888492584229,1.0148955583572388,0.6949864625930786,,,,
0.0,3,25,1.7650940418243408,1.2622418403625488,0.9121031761169434,0.7002774477005005,,,,
0.0,3,26,2.259462594985962,2.0758285522460938,1.7360665798187256,0.6795240640640259,,,,
0.0,3,27,2.3116812705993652,1.6275609731674194,1.2765687704086304,0.7019844055175781,,,,
0.0,3,28,1.7920007705688477,1.4263947010040283,1.0748088359832764,0.7031718492507935,,,,
0.0,3,29,1.5001983642578125,1.4568582773208618,1.1164430379867554,0.6808304786682129,,,,
0.0,3,30,1.6745471954345703,1.499267578125,1.1595814228057861,0.6793724298477173,,,,
0.0,3,31,2.0112900733947754,2.542079448699951,2.19986891746521,0.6844211220741272,,,,
0.0,3,31,,,,,1.2671078443527222,1.3108842372894287,0.9617010951042175,0.6983662247657776
0.0,4,32,1.8964686393737793,1.4271135330200195,1.0758758783340454,0.7024754285812378,,,,
