beta,epoch,step,train_kl_div,train_loss,train_recon_cat,train_recon_cont,val_kl_div,val_loss,val_recon_cat,val_recon_cont
0.0,0,0,3.2634549140930176,1.661036491394043,0.695513129234314,0.965523362159729,,,,
0.0,0,1,3.2272744178771973,1.5312750339508057,0.6930830478668213,0.8381919860839844,,,,
0.0,0,2,3.295647144317627,1.6939043998718262,0.6953197717666626,0.9985846877098083,,,,
0.0,0,3,3.3076305389404297,1.5583552122116089,0.6906208992004395,0.8677343130111694,,,,
0.0,0,4,3.4294745922088623,1.7252178192138672,0.690305233001709,1.0349125862121582,,,,
0.0,0,5,3.3599729537963867,1.9497517347335815,0.695107102394104,1.2546446323394775,,,,
0.0,0,6,3.292098045349121,1.5788142681121826,0.6904982328414917,0.8883160352706909,,,,
0.0,0,7,3.3111274242401123,1.576766014099121,0.6917386651039124,0.8850274085998535,,,,
0.0,0,8,3.300776958465576,1.3239660263061523,0.6886343955993652,0.6353316903114319,,,,
0.0,0,9,3.1865954399108887,1.4490857124328613,0.6970905661582947,0.7519952058792114,,,,
0.0,0,10,3.717111825942993,2.4460606575012207,0.6919653415679932,1.7540953159332275,,,,
0.0,0,11,3.3337202072143555,1.804391860961914,0.6938877105712891,1.110504150390625,,,,
0.0,0,12,3.3378748893737793,1.9053211212158203,0.6916428804397583,1.213678240776062,,,,
0.0,0,13,3.6170554161071777,1.8326938152313232,0.6988655924797058,1.1338282823562622,,,,
0.0,0,14,1.5836631059646606,2.3045856952667236,0.702755868434906,1.6018298864364624,,,,
0.0,0,14,,,,,2.9506497383117676,1.6356618404388428,0.6877007484436035,0.9479612708091736
0.0,1,15,3.433671712875366,1.7537479400634766,0.6972597241401672,1.056488275527954,,,,
0.0,1,16,3.396040201187134,1.8369150161743164,0.6914732456207275,1.1454417705535889,,,,
0.0,1,17,3.4773056507110596,1.5322861671447754,0.6920621395111084,0.8402239680290222,,,,
0.0,1,18,3.961568593978882,2.3465020656585693,0.696266233921051,1.650235891342163,,,,
0.0,1,19,3.4024338722229004,1.689446210861206,0.6895474195480347,0.9998987317085266,,,,
0.0,1,20,3.822589874267578,1.847706913948059,0.6895233392715454,1.1581835746765137,,,,
0.0,1,21,3.8386354446411133,1.7364861965179443,0.6843510270118713,1.0521351099014282,,,,
0.0,1,22,3.754519462585449,2.0915045738220215,0.6918433904647827,1.3996613025665283,,,,
0.0,1,23,3.775996208190918,1.7904179096221924,0.6868772506713867,1.1035406589508057,,,,
0.0,1,24,3.5577478408813477,1.6328372955322266,0.6985996961593628,0.9342376589775085,,,,
0.0,1,25,3.779634952545166,1.6776037216186523,0.6936050653457642,0.9839986562728882,,,,
0.0,1,26,4.334081172943115,1.971164584159851,0.6858333349227905,1.2853312492370605,,,,
0.0,1,27,3.7122347354888916,1.4966678619384766,0.694037675857544,0.8026301264762878,,,,
0.0,1,28,3.9294421672821045,1.6746149063110352,0.6951062679290771,0.979508638381958,,,,
0.0,1,29,1.6747736930847168,1.743199110031128,0.6948503851890564,1.0483487844467163,,,,
0.0,1,29,,,,,3.420879364013672,1.6402133703231812,0.6895045638084412,0.95070880651474
0.0,2,30,4.185323238372803,1.8505187034606934,0.6937850117683411,1.1567336320877075,,,,
0.0,2,31,3.9792051315307617,1.6753599643707275,0.6922289729118347,0.983130931854248,,,,
