epoch,step,train_kl_div,train_loss,train_recon_cat,train_recon_cont,val_kl_div,val_loss,val_recon_cat,val_recon_cont
0,0,3.6449151039123535,1.8101801872253418,0.6943261623382568,1.0794048309326172,,,,
0,1,3.6980714797973633,2.329021453857422,0.6943646669387817,1.5976760387420654,,,,
0,2,3.454397201538086,2.2580182552337646,0.691164493560791,1.5323097705841064,,,,
0,3,3.1326749324798584,1.752948522567749,0.6891286969184875,1.0324931144714355,,,,
0,4,2.870760679244995,1.5644198656082153,0.6921573281288147,0.8435548543930054,,,,
0,5,2.871893882751465,1.8321737051010132,0.6927388906478882,1.1107158660888672,,,,
0,6,2.766723155975342,1.789813756942749,0.6927275061607361,1.069419026374817,,,,
0,7,2.6965317726135254,1.9938663244247437,0.6930843591690063,1.273816704750061,,,,
0,8,2.705005645751953,2.538055181503296,0.6945844292640686,1.8164207935333252,,,,
0,9,2.5999789237976074,2.453361988067627,0.6917625069618225,1.7355996370315552,,,,
0,10,2.4435317516326904,1.7537972927093506,0.6913629174232483,1.037999153137207,,,,
0,11,2.364856719970703,1.4854661226272583,0.6895869374275208,0.7722305655479431,,,,
0,12,2.289620876312256,2.0344748497009277,0.6925922632217407,1.318986177444458,,,,
0,13,2.192218542098999,1.444638729095459,0.6875861883163452,0.7351303100585938,,,,
0,14,0.8367816209793091,1.7087185382843018,0.68999844789505,1.010352373123169,,,,
0,14,,,,,1.7576931715011597,1.6574413776397705,0.6875001788139343,0.9523643255233765
1,15,2.0914998054504395,1.689469575881958,0.6927117705345154,0.9758428335189819,,,,
1,16,1.99691641330719,1.682645559310913,0.6939186453819275,0.9687578082084656,,,,
1,17,1.996956706047058,1.8219605684280396,0.6925399303436279,1.1094510555267334,,,,
1,18,1.891732931137085,1.7205556631088257,0.6900858879089355,1.0115524530410767,,,,
1,19,1.8964420557022095,1.515038251876831,0.6938797831535339,0.8021940588951111,,,,
1,20,1.8564636707305908,1.594628095626831,0.6921716332435608,0.8838918805122375,,,,
1,21,1.762026309967041,1.8503090143203735,0.6934893727302551,1.1391993761062622,,,,
1,22,1.6358669996261597,1.758023738861084,0.696507453918457,1.0451576709747314,,,,
1,23,1.710669755935669,1.868327021598816,0.6867191195487976,1.1645013093948364,,,,
1,24,1.6226391792297363,2.061204433441162,0.6954599618911743,1.349518060684204,,,,
1,25,1.6785814762115479,1.395155906677246,0.6905503273010254,0.6878197193145752,,,,
1,26,1.4776087999343872,1.638321876525879,0.6898781061172485,0.9336676597595215,,,,
1,27,1.419579029083252,1.9156922101974487,0.6974149346351624,1.204081416130066,,,,
1,28,1.4335832595825195,2.586799383163452,0.7007678747177124,1.871695637702942,,,,
1,29,0.5746463537216187,1.5044431686401367,0.6849040389060974,0.8137926459312439,,,,
1,29,,,,,1.1840721368789673,1.6548736095428467,0.6879425048828125,0.9550902247428894
2,30,1.3431270122528076,1.6759594678878784,0.6956062316894531,0.9669219255447388,,,,
2,31,1.3273766040802002,1.8571100234985352,0.688986599445343,1.1548497676849365,,,,
2,32,1.3784085512161255,1.7179063558578491,0.6930932998657227,1.0110290050506592,,,,
2,33,1.2854599952697754,1.6671123504638672,0.6947846412658691,0.9594730734825134,,,,
2,34,1.2025929689407349,1.90508234500885,0.6878719925880432,1.2051844596862793,,,,
2,35,1.2737224102020264,2.285982131958008,0.6909411549568176,1.5823036432266235,,,,
2,36,1.2037583589553833,1.5443065166473389,0.6930396556854248,0.8392292261123657,,,,
2,37,1.1141942739486694,1.8649466037750244,0.69278883934021,1.1610158681869507,,,,
2,38,1.0806561708450317,1.8696316480636597,0.6958415508270264,1.1629835367202759,,,,
2,39,1.1846988201141357,2.4579269886016846,0.6953912377357483,1.7506887912750244,,,,
2,40,1.099630355834961,1.8938515186309814,0.6892125010490417,1.1936427354812622,,,,
2,41,1.0742530822753906,1.6061453819274902,0.6939260959625244,0.9014767408370972,,,,
2,42,0.9821702837944031,1.4875175952911377,0.6880131363868713,0.7896828651428223,,,,
2,43,0.9818541407585144,2.044795513153076,0.6941913366317749,1.3407857418060303,,,,
2,44,0.42970433831214905,1.2577719688415527,0.6903346180915833,0.5631402730941772,,,,
2,44,,,,,0.7977951169013977,1.6651231050491333,0.695253849029541,0.9618913531303406
3,45,0.9780532121658325,1.5758439302444458,0.693692684173584,0.8723706603050232,,,,
3,46,0.9382289052009583,1.7411195039749146,0.6905463933944702,1.0411908626556396,,,,
3,47,0.8693710565567017,1.6803562641143799,0.6840304732322693,0.9876320362091064,,,,
3,48,0.8342858552932739,1.8077270984649658,0.6889742612838745,1.1104099750518799,,,,
3,49,0.784873366355896,1.5120258331298828,0.6946648955345154,0.8095121383666992,,,,
3,50,0.8414759635925293,1.452744483947754,0.694290816783905,0.7500389218330383,,,,
3,51,0.803964376449585,1.462544322013855,0.6910878419876099,0.7634169459342957,,,,
3,52,0.7126511335372925,1.5763126611709595,0.691342830657959,0.8778432607650757,,,,
3,53,0.7280478477478027,1.7321467399597168,0.6889997720718384,1.0358664989471436,,,,
3,54,0.6889066100120544,1.5803813934326172,0.6960443258285522,0.8774479031562805,,,,
3,55,0.6383949518203735,1.589566707611084,0.6892589926719666,0.8939238786697388,,,,
3,56,0.6653158664703369,1.849845290184021,0.6922690868377686,1.1509230136871338,,,,
3,57,0.6021918058395386,1.7107521295547485,0.6972559690475464,1.0074741840362549,,,,
3,58,0.637103796005249,1.5648038387298584,0.7029324769973755,0.855500340461731,,,,
3,59,0.2520112991333008,1.7732725143432617,0.6867416501045227,1.0840107202529907,,,,
3,59,,,,,0.5174545049667358,1.6594486236572266,0.6924043297767639,0.9618698358535767
4,60,0.5935909748077393,1.5875258445739746,0.6945589780807495,0.8870309591293335,,,,
4,61,0.7046784162521362,1.9003037214279175,0.6911184191703796,1.2021384239196777,,,,
4,62,0.520209550857544,1.4071401357650757,0.6969882249832153,0.7049498558044434,,,,
4,63,0.5157818794250488,2.0297083854675293,0.6970534920692444,1.327497124671936,,,,
4,64,0.5149040818214417,1.6844923496246338,0.696121335029602,0.9832220077514648,,,,
4,65,0.6074874401092529,1.783473014831543,0.6955671906471252,1.0818308591842651,,,,
4,66,0.4571019411087036,1.4677594900131226,0.6987190246582031,0.7644695043563843,,,,
4,67,0.5972281098365784,1.8187748193740845,0.6862071752548218,1.126595377922058,,,,
4,68,0.4359094500541687,1.5683066844940186,0.6915283203125,0.8724192380905151,,,,
4,69,0.42835429310798645,1.902745246887207,0.6911022663116455,1.2073594331741333,,,,
4,70,0.4905299246311188,2.093299627304077,0.6932163834571838,1.3951780796051025,,,,
4,71,0.47473087906837463,2.172475814819336,0.6900430917739868,1.4776853322982788,,,,
4,72,0.47432971000671387,1.8504509925842285,0.6954210996627808,1.1502865552902222,,,,
4,73,0.4547574818134308,1.8727054595947266,0.6901289224624634,1.17802894115448,,,,
4,74,0.17137610912322998,2.165633201599121,0.6922915577888489,1.471627950668335,,,,
4,74,,,,,0.3594454824924469,1.6544770002365112,0.6898487210273743,0.961033821105957
5,75,0.45169129967689514,1.9640350341796875,0.6968623399734497,1.2626557350158691,,,,
5,76,0.3755834996700287,1.8684186935424805,0.6923131346702576,1.1723498106002808,,,,
5,77,0.5434503555297852,2.2574238777160645,0.6927769780158997,1.559212327003479,,,,
5,78,0.4335128664970398,1.7022902965545654,0.6913943290710449,1.0065608024597168,,,,
5,79,0.3096039593219757,1.6668022871017456,0.6932034492492676,0.9705029129981995,,,,
5,80,0.3571673631668091,1.91435706615448,0.6880230903625488,1.2227623462677002,,,,
5,81,0.3382645547389984,1.7286560535430908,0.6901022791862488,1.0351711511611938,,,,
5,82,0.29365870356559753,1.7044522762298584,0.6939499378204346,1.0075657367706299,,,,
5,83,0.38752999901771545,1.9399080276489258,0.6915858387947083,1.2444469928741455,,,,
5,84,0.36580535769462585,1.8031588792800903,0.69764244556427,1.101858377456665,,,,
5,85,0.29100772738456726,1.599665641784668,0.6982789635658264,0.8984766602516174,,,,
5,86,0.4066590368747711,2.0580666065216064,0.6932989358901978,1.3607008457183838,,,,
5,87,0.40673962235450745,1.9102364778518677,0.6906250715255737,1.2155439853668213,,,,
5,88,0.3190026879310608,1.4134869575500488,0.6937562823295593,0.7165406346321106,,,,
5,89,0.10354521870613098,1.8777146339416504,0.6928995251655579,1.1837795972824097,,,,
5,89,,,,,0.3047844469547272,1.6536153554916382,0.6863443851470947,0.9642230868339539
6,90,0.36257705092430115,2.1717984676361084,0.69999760389328,1.468174934387207,,,,
6,91,0.3363991379737854,1.5775750875473022,0.690656304359436,0.8835548758506775,,,,
6,92,0.3037455677986145,1.653402328491211,0.6970430016517639,0.9533218741416931,,,,
6,93,0.28366076946258545,1.746917486190796,0.6920890808105469,1.0519918203353882,,,,
6,94,0.31217747926712036,1.7052664756774902,0.6934846639633179,1.008660078048706,,,,
