beta,epoch,step,train_decoder_sigma,train_kl_div,train_loss,train_recon_cont,train_recon_label,val_decoder_sigma,val_kl_div,val_loss,val_recon_cont,val_recon_label
0.0,2,18,0.9919704794883728,1.9032340049743652,1.816723346710205,1.464698076248169,0.7040504217147827,,,,,
0.0,2,19,0.9931624531745911,2.1845834255218506,1.9535059928894043,1.6189219951629639,0.6691680550575256,,,,,
0.0,2,20,0.9906465411186218,1.6671401262283325,1.7406829595565796,1.3872514963150024,0.7068629264831543,,,,,
0.0,2,21,0.9915918707847595,1.7019431591033936,1.6984912157058716,1.349371075630188,0.6982402801513672,,,,,
0.0,2,22,0.9907606840133667,2.0027027130126953,1.7625579833984375,1.4281727075576782,0.6687705516815186,,,,,
0.0,2,23,0.9938843250274658,1.476646900177002,2.23390531539917,1.8404089212417603,0.7869929671287537,,,,,
0.0,2,23,,,,,,0.9915945529937744,1.265500783920288,1.7583175897598267,1.4056425094604492,0.7053500413894653
0.0,3,24,0.9919253587722778,1.8785185813903809,1.9159319400787354,1.5876559019088745,0.6565519571304321,,,,,
0.0,3,25,0.9927672743797302,2.046776056289673,1.8926301002502441,1.543212890625,0.6988345384597778,,,,,
0.0,3,26,0.9937973618507385,1.8925236463546753,1.811293125152588,1.4512556791305542,0.7200748324394226,,,,,
0.0,3,27,0.9932364821434021,2.1090493202209473,1.9089850187301636,1.5469980239868164,0.7239739894866943,,,,,
0.0,3,28,0.9925559759140015,1.7180500030517578,1.7358226776123047,1.3839671611785889,0.7037109136581421,,,,,
0.0,3,29,0.9929609298706055,1.8471448421478271,1.7884150743484497,1.4388139247894287,0.699202299118042,,,,,
0.0,3,30,0.9928149580955505,1.8422598838806152,1.939706563949585,1.5838392972946167,0.7117346525192261,,,,,
0.0,3,31,0.9891376495361328,2.430960178375244,1.705270767211914,1.3240010738372803,0.7625393867492676,,,,,
0.0,3,31,,,,,,0.9919406771659851,1.271752953529358,1.7472628355026245,1.4051700830459595,0.6841855049133301
0.0,4,32,0.9926549792289734,1.4919118881225586,1.7312415838241577,1.3874001502990723,0.6876828670501709,,,,,
0.0,4,33,0.9922572374343872,1.663482666015625,1.7586164474487305,1.40425443649292,0.7087240815162659,,,,,
0.0,4,34,0.9936919212341309,2.081655979156494,1.742274284362793,1.3956382274627686,0.6932722330093384,,,,,
0.0,4,35,0.9940859079360962,1.6311324834823608,1.7344965934753418,1.3869948387145996,0.6950034499168396,,,,,
0.0,4,36,0.9928893446922302,1.8228543996810913,1.8336238861083984,1.478448510169983,0.7103508710861206,,,,,
0.0,4,37,0.9914271831512451,1.6005699634552002,1.8060836791992188,1.4392482042312622,0.7336708307266235,,,,,
0.0,4,38,0.9918341636657715,2.157113552093506,1.8916354179382324,1.5435835123062134,0.6961036920547485,,,,,
0.0,4,39,0.9925258159637451,2.4889819622039795,1.936919093132019,1.5903600454330444,0.6931180953979492,,,,,
0.0,4,39,,,,,,0.9926915168762207,1.2785334587097168,1.754745364189148,1.406422734260559,0.6966452598571777
0.0,5,40,0.993595540523529,1.690451979637146,2.0239672660827637,1.656883955001831,0.7341666221618652,,,,,
0.0,5,41,0.993736743927002,1.9424965381622314,1.8449280261993408,1.5018200874328613,0.6862159967422485,,,,,
0.0,5,42,0.994507908821106,1.907808542251587,1.8326038122177124,1.4633991718292236,0.7384092807769775,,,,,
0.0,5,43,0.9931461811065674,2.1886391639709473,1.7889530658721924,1.436716079711914,0.7044738531112671,,,,,
0.0,5,44,0.9933463335037231,2.0765442848205566,2.017444610595703,1.6769341230392456,0.6810210347175598,,,,,
0.0,5,45,0.9954041242599487,1.9771182537078857,1.8429434299468994,1.4976452589035034,0.690596342086792,,,,,
0.0,5,46,0.9932828545570374,1.885014533996582,1.939846158027649,1.581677794456482,0.716336727142334,,,,,
0.0,5,47,0.9957613945007324,1.748658299446106,1.722533941268921,1.408531665802002,0.6280045509338379,,,,,
0.0,5,47,,,,,,0.9938026070594788,1.2863928079605103,1.753684639930725,1.4124948978424072,0.6823797225952148
0.0,6,48,0.9952558279037476,1.6958215236663818,1.7075822353363037,1.3615761995315552,0.6920120716094971,,,,,
0.0,6,49,0.9934381246566772,1.4785791635513306,1.7799732685089111,1.421296238899231,0.7173539400100708,,,,,
0.0,6,50,0.994371235370636,2.063680648803711,1.7645900249481201,1.416358470916748,0.6964630484580994,,,,,
0.0,6,51,0.9950515627861023,1.7792198657989502,1.7766516208648682,1.4351186752319336,0.6830657720565796,,,,,
0.0,6,52,0.9956775903701782,1.5258939266204834,1.8469293117523193,1.503010869026184,0.6878370046615601,,,,,
0.0,6,53,0.9955892562866211,1.9231241941452026,1.728851556777954,1.381665825843811,0.6943713426589966,,,,,
0.0,6,54,0.994392991065979,1.9033787250518799,2.0420594215393066,1.7064566612243652,0.671205461025238,,,,,
0.0,6,55,0.992246687412262,2.4534428119659424,1.944303274154663,1.6022347211837769,0.684137225151062,,,,,
0.0,6,55,,,,,,0.9940434694290161,1.2956877946853638,1.7412222623825073,1.4058529138565063,0.670738697052002
0.0,7,56,0.9939501881599426,1.7098395824432373,1.8323768377304077,1.4671845436096191,0.7303845882415771,,,,,
0.0,7,57,0.9948515295982361,1.5501353740692139,1.8486566543579102,1.5036414861679077,0.6900304555892944,,,,,
0.0,7,58,0.9943900108337402,2.0584158897399902,1.948021650314331,1.5970577001571655,0.7019280195236206,,,,,
0.0,7,59,0.9954704642295837,1.4920930862426758,1.6705358028411865,1.325373649597168,0.6903243064880371,,,,,
0.0,7,60,0.9959155321121216,2.2014803886413574,1.9118716716766357,1.5709234476089478,0.6818963289260864,,,,,
0.0,7,61,0.9963123202323914,2.2135705947875977,1.7967679500579834,1.4517722129821777,0.6899915933609009,,,,,
0.0,7,62,0.9972538352012634,1.5884556770324707,1.744885802268982,1.3935924768447876,0.7025866508483887,,,,,
0.0,7,63,0.9941339492797852,2.6522417068481445,2.0508172512054443,1.7084648609161377,0.6847049593925476,,,,,
0.0,7,63,,,,,,0.9953175783157349,1.306189775466919,1.7470200061798096,1.40812087059021,0.6777981519699097
0.0,8,64,0.9945850968360901,1.4871652126312256,1.7680286169052124,1.4196851253509521,0.6966869831085205,,,,,
0.0,8,65,0.9944058060646057,1.5906027555465698,1.8800859451293945,1.517609715461731,0.7249524593353271,,,,,
0.0,8,66,0.9956567287445068,2.298607587814331,1.8642971515655518,1.5108414888381958,0.7069112658500671,,,,,
0.0,8,67,0.9953493475914001,1.9514219760894775,1.9136552810668945,1.568278193473816,0.6907540559768677,,,,,
0.0,8,68,0.995892345905304,1.8289227485656738,1.8303558826446533,1.4853793382644653,0.6899531483650208,,,,,
0.0,8,69,0.996443510055542,2.0715126991271973,1.7489006519317627,1.4159531593322754,0.6658949851989746,,,,,
0.0,8,70,0.9965804219245911,2.0498275756835938,1.7569215297698975,1.4069161415100098,0.7000106573104858,,,,,
0.0,8,71,0.9978919625282288,2.011838912963867,1.7610399723052979,1.4224185943603516,0.6772428750991821,,,,,
0.0,8,71,,,,,,0.996497631072998,1.3169680833816528,1.75169038772583,1.4080164432525635,0.6873480081558228
0.0,9,72,0.9975360631942749,2.1880147457122803,1.867550253868103,1.5229823589324951,0.689135730266571,,,,,
0.0,9,73,0.9969786405563354,2.0746755599975586,1.797767162322998,1.463477611541748,0.6685789823532104,,,,,
0.0,9,74,0.9957892894744873,2.108396530151367,1.866450309753418,1.5185096263885498,0.6958812475204468,,,,,
0.0,9,75,0.9974890351295471,2.0686380863189697,1.840475082397461,1.5096372365951538,0.6616758108139038,,,,,
0.0,9,76,0.9981865882873535,1.7955386638641357,1.7110958099365234,1.3720955848693848,0.6780003309249878,,,,,
0.0,9,77,0.9969045519828796,1.7865653038024902,1.9078121185302734,1.5536487102508545,0.7083269357681274,,,,,
0.0,9,78,0.9978193640708923,1.506089210510254,1.8115285634994507,1.468782663345337,0.6854917407035828,,,,,
0.0,9,79,0.9984888434410095,2.0013070106506348,1.766737937927246,1.423092246055603,0.6872913837432861,,,,,
0.0,9,79,,,,,,0.9971084594726562,1.3293449878692627,1.7602497339248657,1.407483458518982,0.7055325508117676
0.0,10,80,0.9976143836975098,2.0540361404418945,1.7177433967590332,1.3776322603225708,0.6802221536636353,,,,,
0.0,10,81,0.9964778423309326,1.922542929649353,1.769425868988037,1.4226794242858887,0.6934930086135864,,,,,
0.0,10,82,1.000337839126587,2.218503952026367,1.8156321048736572,1.470245599746704,0.6907730102539062,,,,,
0.0,10,83,0.9985913634300232,1.9896125793457031,1.812025785446167,1.470808744430542,0.68243408203125,,,,,
0.0,10,84,0.9970306754112244,1.3361046314239502,1.7976350784301758,1.446210265159607,0.7028496265411377,,,,,
0.0,10,85,0.9960780143737793,1.597654938697815,1.7900750637054443,1.4283421039581299,0.7234660387039185,,,,,
0.0,10,86,0.9977155923843384,1.9261407852172852,1.8118098974227905,1.476148247718811,0.6713232398033142,,,,,
0.0,10,87,0.9997985363006592,2.3266820907592773,1.6869151592254639,1.354841709136963,0.6641470193862915,,,,,
0.0,10,87,,,,,,0.9975679516792297,1.343721866607666,1.7482521533966064,1.407150387763977,0.6822035312652588
1.2335990504652727e-05,11,88,0.9989345669746399,2.327943801879883,2.003458023071289,1.6706156730651855,0.6656272411346436,,,,,
1.2335990504652727e-05,11,89,0.9986504316329956,1.8144540786743164,1.6828991174697876,1.347651720046997,0.6704499125480652,,,,,
1.2335990504652727e-05,11,90,0.9987667798995972,1.8809359073638916,1.9785131216049194,1.6346684694290161,0.6876427531242371,,,,,
1.2335990504652727e-05,11,91,0.9979981184005737,2.064883232116699,1.7879135608673096,1.4675700664520264,0.6406359672546387,,,,,
1.2335990504652727e-05,11,92,0.9989961385726929,2.0202293395996094,1.931138038635254,1.5893807411193848,0.6834648251533508,,,,,
1.2335990504652727e-05,11,93,0.9991893172264099,2.1209616661071777,1.7286077737808228,1.364899754524231,0.7273638248443604,,,,,
1.2335990504652727e-05,11,94,0.9988804459571838,1.9651916027069092,1.8093687295913696,1.4802583456039429,0.6581722497940063,,,,,
1.2335990504652727e-05,11,95,1.0007505416870117,2.523505687713623,2.136108636856079,1.804140567779541,0.6638737916946411,,,,,
1.2335990504652727e-05,11,95,,,,,,0.9988903999328613,1.3577083349227905,1.7502527236938477,1.403509259223938,0.6934533715248108
4.933178934152238e-05,12,96,0.9988653063774109,1.709524393081665,1.7346694469451904,1.3633687496185303,0.7424327731132507,,,,,
4.933178934152238e-05,12,97,0.999104917049408,1.8408910036087036,1.7550430297851562,1.410607933998108,0.6886885166168213,,,,,
4.933178934152238e-05,12,98,0.9993393421173096,1.650272250175476,1.748842477798462,1.4069026708602905,0.6837167739868164,,,,,
4.933178934152238e-05,12,99,1.0004816055297852,2.1948564052581787,1.8566625118255615,1.5150071382522583,0.6830942034721375,,,,,
4.933178934152238e-05,12,100,0.9997710585594177,1.6129075288772583,1.7367016077041626,1.418615460395813,0.636013388633728,,,,,
4.933178934152238e-05,12,101,0.9986650347709656,1.7870903015136719,1.7732384204864502,1.4269880056381226,0.6923242807388306,,,,,
4.933178934152238e-05,12,102,0.9983718395233154,2.195906162261963,1.8946608304977417,1.5541280508041382,0.6808487176895142,,,,,
4.933178934152238e-05,12,103,1.0005027055740356,1.7388452291488647,1.9199159145355225,1.5827044248580933,0.6742511987686157,,,,,
4.933179297950119e-05,12,103,,,,,,0.9995028376579285,1.3725498914718628,1.7597349882125854,1.4065665006637573,0.7062013149261475
0.00011095088848378509,13,104,0.9996002912521362,1.8617790937423706,1.8804291486740112,1.5454120635986328,0.6696209907531738,,,,,
0.00011095088848378509,13,105,0.9996709823608398,2.088973045349121,1.90688955783844,1.5603381395339966,0.6926393508911133,,,,,
0.00011095088848378509,13,106,0.9999370574951172,1.7020394802093506,1.8594220876693726,1.538681149482727,0.6411042213439941,,,,,
0.00011095088848378509,13,107,1.0018045902252197,2.104151725769043,1.8018639087677002,1.4649244546890259,0.6734119653701782,,,,,
0.00011095088848378509,13,108,1.0017902851104736,1.9766969680786133,1.6964893341064453,1.352225661277771,0.6880887746810913,,,,,
0.00011095088848378509,13,109,1.0003693103790283,1.9560037851333618,1.707734227180481,1.3491357564926147,0.7167629599571228,,,,,
0.00011095088848378509,13,110,0.999799370765686,1.740412712097168,1.793402075767517,1.4524242877960205,0.6815693974494934,,,,,
0.00011095088848378509,13,111,1.0010583400726318,1.626873254776001,1.7083839178085327,1.348471999168396,0.7194628715515137,,,,,
0.00011095088848378509,13,111,,,,,,0.9991258978843689,1.3901876211166382,1.745489478111267,1.4015469551086426,0.6875764727592468
0.0001971324672922492,14,112,1.0007206201553345,1.7634127140045166,1.6384735107421875,1.3009247779846191,0.6744021773338318,,,,,
0.0001971324672922492,14,113,1.002004861831665,1.9104728698730469,1.8800798654556274,1.542122721672058,0.6751612424850464,,,,,
0.0001971324672922492,14,114,1.0018043518066406,1.8009757995605469,1.7682709693908691,1.4110618829727173,0.7137081027030945,,,,,
0.0001971324672922492,14,115,1.0003890991210938,1.7652723789215088,2.011556625366211,1.7016810178756714,0.6190552711486816,,,,,
0.0001971324672922492,14,116,1.0021398067474365,1.8653817176818848,1.7911137342453003,1.4522268772125244,0.677038311958313,,,,,
0.0001971324672922492,14,117,1.0013893842697144,2.1979012489318848,1.9466809034347534,1.6220338344573975,0.6484273672103882,,,,,
0.0001971324672922492,14,118,1.0016685724258423,1.9998290538787842,1.897331714630127,1.5624799728393555,0.6689150333404541,,,,,
0.0001971324672922492,14,119,1.0031760931015015,2.0622634887695312,1.7243587970733643,1.3982402086257935,0.6514241099357605,,,,,
0.0001971324672922492,14,119,,,,,,1.0019851922988892,1.411266803741455,1.757108449935913,1.409152865409851,0.6953549981117249
0.00030779148801229894,15,120,1.0017333030700684,1.8465180397033691,1.7236957550048828,1.3781784772872925,0.6898977756500244,,,,,
0.00030779148801229894,15,121,1.0024889707565308,1.8771880865097046,1.7293939590454102,1.4007331132888794,0.6561660766601562,,,,,
0.00030779148801229894,15,122,1.0015151500701904,2.219259262084961,1.8940823078155518,1.5613635778427124,0.6640712022781372,,,,,
0.00030779148801229894,15,123,1.0020231008529663,2.448702573776245,1.7824119329452515,1.4415029287338257,0.6803107857704163,,,,,
0.00030779148801229894,15,124,1.0020889043807983,1.7737879753112793,1.8829540014266968,1.5543066263198853,0.6562027931213379,,,,,
0.00030779148801229894,15,125,1.0028877258300781,2.0123910903930664,1.8517975807189941,1.5194216966629028,0.6635128259658813,,,,,
0.00030779148801229894,15,126,1.0026127099990845,1.8200747966766357,1.7205044031143188,1.390333652496338,0.6592210531234741,,,,,
0.00030779148801229894,15,127,1.0022482872009277,2.31673002243042,1.666583776473999,1.3016538619995117,0.7284336090087891,,,,,
0.00030779148801229894,15,127,,,,,,1.0023249387741089,1.4351003170013428,1.7336617708206177,1.4046337604522705,0.657172679901123
0.0004428187385201454,16,128,1.0038095712661743,2.253504514694214,1.7204593420028687,1.3898743391036987,0.6591742038726807,,,,,
0.0004428187385201454,16,129,1.003472089767456,1.7524588108062744,1.737074851989746,1.4097845554351807,0.6530286073684692,,,,,
0.0004428187385201454,16,130,1.0059477090835571,1.488539218902588,1.871677279472351,1.5245347023010254,0.692966878414154,,,,,
0.0004428187385201454,16,131,1.002324104309082,2.0686190128326416,1.723018765449524,1.3778988122940063,0.6884078979492188,,,,,
0.0004428187385201454,16,132,1.00386643409729,2.1738924980163574,1.7926154136657715,1.4567159414291382,0.6698737144470215,,,,,
0.0004428187385201454,16,133,1.004642128944397,2.04377818107605,1.786820650100708,1.4437803030014038,0.6842705011367798,,,,,
0.0004428187385201454,16,134,1.002374291419983,1.827587604522705,1.9306867122650146,1.6049294471740723,0.649895966053009,,,,,
0.0004428187385201454,16,135,1.0035078525543213,1.8666367530822754,1.848342776298523,1.504775047302246,0.6854822039604187,,,,,
0.0004428187676239759,16,135,,,,,,1.0020344257354736,1.462273120880127,1.7313846349716187,1.4043961763381958,0.6526818871498108
0.0006020809523761272,17,136,1.002271056175232,1.9660671949386597,1.8644260168075562,1.509621262550354,0.7072420120239258,,,,,
0.0006020809523761272,17,137,1.0030938386917114,2.1858839988708496,1.8043506145477295,1.4716120958328247,0.6628448963165283,,,,,
0.0006020809523761272,17,138,1.0047264099121094,1.9858826398849487,1.7470753192901611,1.4174482822418213,0.6568628549575806,,,,,
0.0006020809523761272,17,139,1.0029410123825073,1.814102292060852,1.7586660385131836,1.4255924224853516,0.6639629602432251,,,,,
0.0006020809523761272,17,140,1.00248384475708,1.8884527683258057,1.6453880071640015,1.3191406726837158,0.6502206325531006,,,,,
0.0006020809523761272,17,141,1.0055572986602783,2.058284282684326,1.9522361755371094,1.6175347566604614,0.6669241189956665,,,,,
0.0006020809523761272,17,142,1.0034031867980957,1.7871253490447998,1.7818986177444458,1.4445514678955078,0.6725423336029053,,,,,
0.0006020809523761272,17,143,1.0053229331970215,2.331902503967285,1.771407961845398,1.4124360084533691,0.7151357531547546,,,,,
0.0006020809523761272,17,143,,,,,,1.001815676689148,1.4946130514144897,1.7362754344940186,1.4069197177886963,0.6569116711616516
0.0007854209979996085,18,144,1.0035679340362549,2.103302478790283,1.8168306350708008,1.4850406646728516,0.6602760553359985,,,,,
0.0007854209979996085,18,145,1.0057681798934937,1.7969419956207275,1.8093273639678955,1.4680957794189453,0.679640531539917,,,,,
0.0007854209979996085,18,146,1.0035622119903564,2.484804153442383,1.8773534297943115,1.5619663000106812,0.6268710494041443,,,,,
0.0007854209979996085,18,147,1.0039105415344238,1.819476842880249,1.7293661832809448,1.3995871543884277,0.6566998958587646,,,,,
0.0007854209979996085,18,148,1.0040714740753174,1.8769124746322632,1.6680008172988892,1.3454259634017944,0.6422014832496643,,,,,
0.0007854209979996085,18,149,1.0044746398925781,1.687791109085083,1.797277569770813,1.4584002494812012,0.6751034259796143,,,,,
0.0007854209979996085,18,150,1.0054209232330322,2.216613531112671,1.7658838033676147,1.4402008056640625,0.64788419008255,,,,,
0.0007854209979996085,18,151,1.0069812536239624,3.3077213764190674,1.8033645153045654,1.4928345680236816,0.615864098072052,,,,,
0.0007854209979996085,18,151,,,,,,1.0038621425628662,1.5322482585906982,1.7275420427322388,1.3986937999725342,0.6552895307540894
0.0009926578495651484,19,152,1.00440514087677,2.211087942123413,1.7735874652862549,1.4540635347366333,0.6346582174301147,,,,,
0.0009926578495651484,19,153,1.0044519901275635,2.0413613319396973,1.7348886728286743,1.3990672826766968,0.6675901412963867,,,,,
0.0009926578495651484,19,154,1.006288766860962,2.0159950256347656,1.7374926805496216,1.3900423049926758,0.6908984780311584,,,,,
0.0009926578495651484,19,155,1.0056390762329102,2.1375298500061035,2.0076115131378174,1.6730449199676514,0.6648893356323242,,,,,
0.0009926578495651484,19,156,1.006192922592163,2.400808334350586,1.7709013223648071,1.4616483449935913,0.6137394309043884,,,,,
0.0009926578495651484,19,157,1.0052869319915771,2.195432186126709,1.8268215656280518,1.5033321380615234,0.642620325088501,,,,,
0.0009926578495651484,19,158,1.0059525966644287,2.324070930480957,1.8032788038253784,1.4684723615646362,0.6649986505508423,,,,,
0.0009926578495651484,19,159,1.004755973815918,2.3020377159118652,1.6359435319900513,1.3042629957199097,0.6587907671928406,,,,,
0.0009926578495651484,19,159,,,,,,1.0050135850906372,1.5751935243606567,1.7388222217559814,1.4031020402908325,0.6683131456375122
0.0012235870817676187,20,160,1.0081654787063599,2.058415651321411,1.8424876928329468,1.516310691833496,0.6473167538642883,,,,,
0.0012235870817676187,20,161,1.0084285736083984,2.2185754776000977,1.7296133041381836,1.39681875705719,0.660159707069397,,,,,
0.0012235870817676187,20,162,1.0063272714614868,2.0465128421783447,1.7103631496429443,1.3825244903564453,0.6506689786911011,,,,,
0.0012235870817676187,20,163,1.0071666240692139,2.2614240646362305,1.797072410583496,1.4775537252426147,0.6335031986236572,,,,,
0.0012235870817676187,20,164,1.005851149559021,1.8047837018966675,1.764673113822937,1.422850251197815,0.6792291402816772,,,,,
0.0012235870817676187,20,165,1.008026123046875,2.0031003952026367,1.6840921640396118,1.3499161005020142,0.663450300693512,,,,,
0.0012235870817676187,20,166,1.006219506263733,2.0506982803344727,1.7109774351119995,1.3952207565307617,0.6264950037002563,,,,,
0.0012235870817676187,20,167,1.0086339712142944,1.6987775564193726,1.5924330949783325,1.2821602821350098,0.6163883209228516,,,,,
0.0012235870817676187,20,167,,,,,,1.0042628049850464,1.625883936882019,1.709047555923462,1.3995028734207153,0.6151106357574463
0.0014779807534068823,21,168,1.005495309829712,1.8347437381744385,1.6585922241210938,1.3524585962295532,0.6068435907363892,,,,,
0.0014779807534068823,21,169,1.009000539779663,2.3318095207214355,1.76041841506958,1.4413731098175049,0.6311979293823242,,,,,
0.0014779807534068823,21,170,1.0058023929595947,2.3426625728607178,1.6818064451217651,1.353735089302063,0.649217963218689,,,,,
0.0014779807534068823,21,171,1.0062564611434937,2.1318366527557373,1.7628597021102905,1.4406589269638062,0.6381000280380249,,,,,
0.0014779807534068823,21,172,1.007287621498108,2.2719006538391113,1.7287098169326782,1.417090654373169,0.6165227293968201,,,,,
0.0014779807534068823,21,173,1.0074551105499268,1.9894506931304932,1.7263129949569702,1.3968762159347534,0.6529927253723145,,,,,
0.0014779807534068823,21,174,1.0063772201538086,2.232513904571533,1.7957299947738647,1.4800262451171875,0.6248083710670471,,,,,
0.0014779807534068823,21,175,1.006051778793335,1.99435555934906,1.9447097778320312,1.6354730129241943,0.6125783920288086,,,,,
0.0014779807534068823,21,175,,,,,,1.0037950277328491,1.6919091939926147,1.6861172914505005,1.3937129974365234,0.5798071622848511
0.0017555878730490804,22,176,1.0066829919815063,2.2021400928497314,1.836742877960205,1.525794506072998,0.6141645908355713,,,,,
0.0017555878730490804,22,177,1.006649374961853,2.28066349029541,1.667397141456604,1.3521583080291748,0.6224700212478638,,,,,
0.0017555878730490804,22,178,1.0061396360397339,2.0858607292175293,1.869922161102295,1.5531665086746216,0.6261875629425049,,,,,
0.0017555878730490804,22,179,1.0063053369522095,2.2355642318725586,1.7309950590133667,1.4246255159378052,0.6048896908760071,,,,,
0.0017555878730490804,22,180,1.007994294166565,2.1735076904296875,1.7596856355667114,1.4435715675354004,0.6245965957641602,,,,,
0.0017555878730490804,22,181,1.0061599016189575,2.1892809867858887,1.8201552629470825,1.5137591361999512,0.6051054000854492,,,,,
0.0017555878730490804,22,182,1.00665283203125,2.376474618911743,1.813199520111084,1.4913338422775269,0.6353871822357178,,,,,
0.0017555878730490804,22,183,1.0100278854370117,3.0108258724212646,2.1720199584960938,1.858357310295105,0.6167538166046143,,,,,
0.0017555878730490804,22,183,,,,,,1.007092833518982,1.7736294269561768,1.7057403326034546,1.39592707157135,0.6133991479873657
0.0020561343990266323,23,184,1.0060476064682007,2.1137166023254395,1.6581811904907227,1.337807297706604,0.6320555210113525,,,,,
0.0020561343990266323,23,185,1.0088427066802979,2.542631149291992,1.8528156280517578,1.5452654361724854,0.6046441793441772,,,,,
0.0020561343990266323,23,186,1.006356954574585,2.083401679992676,1.675456166267395,1.3626961708068848,0.6169524788856506,,,,,
0.0020561343990266323,23,187,1.0083744525909424,2.230069160461426,1.7604286670684814,1.4322659969329834,0.6471549272537231,,,,,
0.0020561343990266323,23,188,1.0096908807754517,2.447946071624756,1.7747278213500977,1.4685953855514526,0.6021983623504639,,,,,
0.0020561343990266323,23,189,1.0084221363067627,2.1324915885925293,1.7475541830062866,1.4478769302368164,0.5905851721763611,,,,,
0.0020561343990266323,23,190,1.0068433284759521,2.2105298042297363,1.7954329252243042,1.4802451133728027,0.6212855577468872,,,,,
0.0020561343990266323,23,191,1.0072811841964722,1.68711256980896,1.6004290580749512,1.251663327217102,0.6905937194824219,,,,,
0.0020561343990266323,23,191,,,,,,1.0077106952667236,1.8755218982696533,1.7102835178375244,1.3906069993972778,0.6316398978233337
0.0023793235886842012,24,192,1.008514642715454,2.279589891433716,1.672194242477417,1.3568239212036133,0.6198928356170654,,,,,
0.0023793235886842012,24,193,1.0084084272384644,2.317294120788574,1.7004584074020386,1.3774983882904053,0.6348928213119507,,,,,
0.0023793235886842012,24,194,1.0091456174850464,2.73787784576416,1.6864807605743408,1.3793998956680298,0.6011329889297485,,,,,
0.0023793235886842012,24,195,1.0118086338043213,2.4516918659210205,1.8908737897872925,1.5721116065979004,0.6258575320243835,,,,,
0.0023793235886842012,24,196,1.0097545385360718,2.449206829071045,1.7636646032333374,1.455609679222107,0.6044550538063049,,,,,
0.0023793235886842012,24,197,1.010780930519104,2.815911293029785,2.0828652381896973,1.768599510192871,0.6151314973831177,,,,,
0.0023793235886842012,24,198,1.0060713291168213,2.0407702922821045,1.6229280233383179,1.303924560546875,0.6282956004142761,,,,,
0.0023793235886842012,24,199,1.0083738565444946,2.2886734008789062,1.7010667324066162,1.3698327541351318,0.6515768766403198,,,,,
0.0023793235886842012,24,199,,,,,,1.0071786642074585,2.002788782119751,1.6945009231567383,1.389930009841919,0.5996111631393433
0.002724836813285947,25,200,1.011844515800476,2.6066150665283203,1.894088864326477,1.5907949209213257,0.5923826694488525,,,,,
0.002724836813285947,25,201,1.0101951360702515,2.7445318698883057,1.7384743690490723,1.4368706941604614,0.5882505774497986,,,,,
0.002724836813285947,25,202,1.0118792057037354,2.5410094261169434,1.7497884035110474,1.4483978748321533,0.588933527469635,,,,,
0.002724836813285947,25,203,1.00851309299469,2.101196050643921,1.6329903602600098,1.322759747505188,0.6090105175971985,,,,,
